sample,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20
11,-0.4183558333709617,0.2653201997731627,8.756442537851335,-0.542935062608468,0.33212983954866937,-0.06140064449540183,2.3121274198077497,-1.1120152302004531,0.29582383933856504,-0.42048734791506204,-0.2576467287596594,1.7772128532116578,-1.190382785918106,1.8547276120761904,1.6546504243847289,-0.48827888518542284,-0.41992256710473325,-0.5092155202715589,-0.32024008598571047,0.4450215933375125,-0.49329396944014214
12,0.004912314661768384,-0.9199884374438398,1.878982065230863,-1.635871141309735,3.2681712540267784,-0.06140064449540183,-0.27829494600614724,-1.1120152302004531,5.275746512557172,-0.42048734791506204,-0.5470124053283766,1.8301655684670266,-1.4398413651943174,1.579720626967394,1.9986568882258142,-0.48827888518542284,-0.1794602620636803,-1.2753925668651824,-1.3547489029226145,2.2820399388471944,-0.49329396944014214
13,0.004912314661768384,-0.9199884374438398,2.064623674690992,-1.052485749709935,2.56944300347163,-0.06140064449540183,-0.27829494600614724,-1.1120152302004531,3.538564184690216,-0.42048734791506204,0.7296008736512579,1.9890237142331326,-1.4398413651943174,1.9097290090979495,1.6546504243847289,-0.48827888518542284,-0.1794602620636803,-0.8284559563522355,-0.734043612760472,1.1798289315413852,-0.49329396944014214
14,0.004912314661768384,-0.9199884374438398,2.1554548613618616,-0.1497257598219116,3.920269221621993,-0.06140064449540183,-0.27829494600614724,-1.3513170914564947,6.318055909277345,-0.42048734791506204,-0.32573277030523995,1.9890237142331326,-1.4398413651943174,1.9097290090979495,1.9986568882258142,-0.48827888518542284,-0.7806160246663127,-1.3392406540813178,-1.492683411847535,1.5138322670886002,-0.49329396944014214
15,0.004912314661768384,-0.9199884374438398,1.6651726596357403,-1.1514673220642537,2.467691598913267,-0.06140064449540183,-0.27829494600614724,-0.9325388342584219,1.6855697016321296,-0.42048734791506204,1.1721601436975313,1.856641926094711,-1.4398413651943174,1.6347220239891533,2.3426633520668996,0.9630825413965729,-0.1794602620636803,-0.5730636074876942,-0.45817459491063095,0.478421926892234,-0.49329396944014214
16,-1.264892129436422,0.9780871085220352,1.9591230169032157,-1.3441784280228577,-0.412511671035029,-0.06140064449540183,-0.27829494600614724,-0.9923642995724323,2.2646304775877817,-0.42048734791506204,2.2955798291996095,1.3800674887963926,-1.2616566657113093,0.919703862706283,3.0306762797490703,-0.48827888518542284,-0.9008471771868393,-0.5730636074876942,-0.734043612760472,0.1444185913450191,-0.49329396944014214
17,-1.264892129436422,1.3822802364836388,1.5878962422894967,-1.1051586236519775,-0.19037682927680488,-0.06140064449540183,-0.27829494600614724,-0.9923642995724323,2.0330061672055213,-0.42048734791506204,0.7125793632648629,1.4330202040517612,-1.3329305455045126,0.919703862706283,1.6546504243847289,0.9630825413965729,-0.41992256710473325,-0.5092155202715589,-0.6650763582980118,0.1444185913450191,-0.49329396944014214
18,-1.264892129436422,0.6125318307375048,2.096273873503103,0.907689196842474,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.0521897648864427,2.612066943161173,-0.42048734791506204,2.721117588859488,1.856641926094711,-1.4042044252977157,1.6897234210109124,2.3426633520668996,-0.48827888518542284,-0.6603848721457862,-0.5730636074876942,-0.734043612760472,0.11101825779029761,-0.49329396944014214
19,-1.7939773144773346,0.34539525143788213,1.466786609677084,0.11428503348966562,0.12966190319315382,-0.06140064449540183,-0.27829494600614724,-1.2914916261424843,2.2646304775877817,-0.42048734791506204,1.801956027994151,1.48597291930713,-1.368567485401114,0.9747052597280422,1.6546504243847289,-0.48827888518542284,-1.0210783297073658,-1.0838483052167767,-1.2857816484601543,0.010817257126133142,-0.49329396944014214
20,-1.8997943514855171,0.23289533920867908,-0.20364048566636067,-0.04131395026705817,0.3043439658319409,-0.06140064449540183,-0.27829494600614724,-1.2316661608284738,2.0330061672055213,-0.42048734791506204,1.3593967579478776,1.5918783498178672,-1.368567485401114,1.1947108478150792,1.3106439605436435,-0.48827888518542284,-1.1413094822278922,-1.147696392432912,-1.3547489029226145,-0.055983409983309834,-0.49329396944014214
21,-1.7939773144773346,0.6584500425353929,1.1650143339463641,-0.3259851875229501,-0.27781436291185013,-0.06140064449540183,-0.27829494600614724,-1.3513170914564947,2.4962547879700425,-0.42048734791506204,1.9381281110853121,1.6977837803286047,-1.4398413651943174,1.3047136418585978,1.3106439605436435,-0.48827888518542284,-1.1413094822278922,-1.0200002180006413,-1.2168143939976939,0.010817257126133142,-0.49329396944014214
22,-1.7939773144773346,1.3834453411400318,0.9486445414080471,0.13406581252993238,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.0521897648864427,0.9906967704853472,-0.42048734791506204,0.7125793632648629,1.4594965616794455,-1.3329305455045126,0.9747052597280422,0.9666374967025582,-0.48827888518542284,-1.0210783297073658,-0.8284559563522355,-1.1478471395352337,-0.22298507775691728,-0.49329396944014214
23,-1.8997943514855171,1.1889844026456144,1.0096170883802114,0.6976704600634203,-0.412511671035029,-0.06140064449540183,-0.27829494600614724,-0.9923642995724323,0.8748846152942172,-0.42048734791506204,0.6785363424920725,0.6387294752212307,-1.2616566657113093,-0.6203352539029761,0.9666374967025582,0.9630825413965729,-1.0210783297073658,-0.8923040435683707,-1.1478471395352337,-0.2563854113116388,-0.49329396944014214
24,-1.8997943514855171,0.6148573367456178,0.7881030612957682,1.5484039296628562,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.0521897648864427,1.1065089256764777,-0.42048734791506204,0.8998159775152093,1.4330202040517612,-1.297293605607911,0.9747052597280422,0.6226310328614728,-0.48827888518542284,-1.0210783297073658,-0.956152130784506,-1.2168143939976939,-0.2563854113116388,-0.49329396944014214
25,-1.688160277469152,-0.5362769875748293,0.5961526974356225,-0.043733623310416636,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.2744587158043076,0.1800116841474348,-0.3582470622212481,0.865772956742419,0.506347687082809,-1.2616566657113093,-0.8953422390117723,0.6226310328614728,-0.48827888518542284,-0.5401537196252597,-0.5730636074876942,-0.6650763582980118,-0.3899867455305247,1.1400175279285745
26,-1.688160277469152,0.05632756703584698,0.040558915741565296,0.16458982097126462,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.2744587158043076,0.4116359945296955,-0.3582470622212481,0.5423642594009116,1.803689210839342,-1.368567485401114,1.6347220239891533,3.0306762797490703,0.9630825413965729,-0.6603848721457862,-0.7007597819199648,-0.8030108672229324,-0.3899867455305247,-0.49329396944014214
27,-1.053258055420057,-0.9199884374438398,0.17573698975119556,-0.7367977559675005,0.987522667277806,-0.06140064449540183,-0.27829494600614724,-1.3513170914564947,3.4227520294990863,-0.42048734791506204,1.1891816540839262,2.015500071860817,-1.4398413651943174,1.9647304061197088,0.9666374967025582,-0.48827888518542284,-1.0210783297073658,-1.2753925668651824,-1.3547489029226145,0.11101825779029761,-0.49329396944014214
28,-1.053258055420057,-0.9199884374438398,0.22104394049877918,-0.629426421559571,1.1870954041505457,-0.06140064449540183,-0.27829494600614724,-1.411142556770505,3.7701884950724773,-0.42048734791506204,1.274289206015902,2.015500071860817,-1.4398413651943174,1.9647304061197088,1.3106439605436435,-0.48827888518542284,-1.2014250584881554,-1.3392406540813178,-1.3547489029226145,0.07761792423557612,-0.49329396944014214
29,-1.053258055420057,-0.9199884374438398,-0.10481604055403315,1.0964690554434324,0.33212983954866937,-0.06140064449540183,-0.27829494600614724,-1.6504444180265465,4.001812805454738,-0.42048734791506204,2.3636658707451903,1.8831182837223952,-1.3329305455045126,1.8547276120761904,3.0306762797490703,-0.48827888518542284,-0.5401537196252597,-0.7007597819199648,-0.734043612760472,0.1444185913450191,-0.49329396944014214
30,-1.053258055420057,-0.3555557422176834,-0.1330515959992332,0.31580041281083254,0.041921763778816894,-0.06140064449540183,-0.27829494600614724,-1.4709680220845154,4.117624960645868,-0.42048734791506204,2.1934507668812393,1.9625473566054483,-1.4398413651943174,1.8547276120761904,2.3426633520668996,-0.48827888518542284,-0.5401537196252597,-0.5730636074876942,-0.6650763582980118,0.24461959200918357,-0.49329396944014214
31,-1.053258055420057,-0.16063155349961145,-0.07701857413754791,0.4646666655050752,1.2685520369433025,-0.06140064449540183,-0.27829494600614724,-1.3513170914564947,6.433868064468475,-0.42048734791506204,1.4274827994934585,1.9890237142331326,-1.4398413651943174,1.9097290090979495,0.9666374967025582,-0.48827888518542284,-0.41992256710473325,-0.956152130784506,-0.8719781216853926,1.8144352690810934,-0.49329396944014214
32,2.756155276874514,0.34539525143788213,-0.20364048566636067,0.9893631383763432,-0.412511671035029,-0.06140064449540183,-0.27829494600614724,-1.0521897648864427,0.29582383933856504,-0.42048734791506204,1.138117122924741,1.2212093430302864,-0.4776439879860734,1.799726215054431,0.9666374967025582,-0.48827888518542284,2.0448160595660596,2.236252230022259,2.3005155835877797,-0.22298507775691728,1.1400175279285745
33,2.756155276874514,0.4431697489021661,-0.20364048566636067,1.192211445052117,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.9325388342584219,-0.16742478142595646,-0.42048734791506204,0.7806654048104434,-0.49975390276919635,1.8387571052930327,1.799726215054431,-0.06538189482069783,-0.48827888518542284,2.0448160595660596,2.427796491670665,2.4384500925127,-0.3899867455305247,-0.49329396944014214
34,2.544521202858149,-0.9199884374438398,-0.20364048566636067,2.577858328856293,1.7639396373755896,-0.06140064449540183,-0.27829494600614724,-0.09498231986227644,3.075315563925694,-0.42048734791506204,2.3806873811315854,2.015500071860817,-1.4398413651943174,1.9647304061197088,0.9666374967025582,0.9630825413965729,0.9026201106210581,0.5762019624027411,1.059105003263495,1.7142342684169292,1.1400175279285745
35,1.4863508327763237,-0.9199884374438398,-0.20364048566636067,0.5130661418924184,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.334284181118318,-0.7464855573816084,1.9446435084498683,-0.46190485339640097,-1.4793791349935173,2.0525787446726427,0.0946829073798942,-1.0974012863439537,-0.48827888518542284,1.082966839401848,1.4062270962125,1.334974021113336,-0.6571894139682967,-0.49329396944014214
36,1.6979849067926889,-0.9199884374438398,-0.20364048566636067,0.1762508718607576,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.21463325049029722,-0.7464855573816084,1.3844809372055427,-0.30871125991884474,-1.4264264197381487,1.8743940451896344,-0.07032128368538357,-1.0974012863439537,-0.48827888518542284,1.082966839401848,1.2785309217802294,1.1970395121884154,-0.6905897475230182,-0.49329396944014214
37,1.2747167587599588,1.1391796681334518,-0.20364048566636067,0.6425623846422134,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.6932369730023803,-0.3990490918082172,-0.42048734791506204,-0.34275428069163505,0.6916821904765994,-0.4420070480894717,0.7546996716410053,0.2786245690203875,-0.48827888518542284,0.7823889581005317,1.214682834564094,1.059105003263495,-0.4233870790852462,1.1400175279285745
38,1.4863508327763237,0.36522549654675285,-0.20364048566636067,0.14171230810211702,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.334284181118318,-0.6306734021904781,0.6998377945735891,-0.5129693845555863,-0.7909938366737242,1.5536615861202197,0.7546996716410053,0.2786245690203875,-0.48827888518542284,1.082966839401848,1.3423790089963648,1.2660067666508759,-0.5569884133041322,-0.49329396944014214
39,1.4863508327763237,0.23817573430715222,-0.20364048566636067,-0.034010619136608404,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.334284181118318,-0.7464855573816084,0.886558651655031,-0.5129693845555863,-1.2146155587166738,1.8743940451896344,0.36968989248869044,-0.7533948225028685,-0.48827888518542284,1.082966839401848,1.2785309217802294,1.1970395121884154,-0.6571894139682967,-0.49329396944014214
40,1.0630826847435937,-0.9199884374438398,-0.20364048566636067,-0.4777931694796475,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.1718406955144636,-0.16742478142595646,-0.42048734791506204,0.5764072801737018,-1.2675682739720426,1.411113826533813,-0.4553310628376983,-1.441407750185039,-0.48827888518542284,0.6621578055800051,0.7677462240511471,0.7142687309511936,-0.6237890804135752,-0.49329396944014214
41,0.4281804626944985,-0.28464712792061075,-0.20364048566636067,0.1216140005287775,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.2316661608284738,0.06419952895630429,-0.42048734791506204,0.5083212386281212,0.9829221243811272,-0.5845548076758783,1.13970945079332,2.3426633520668996,-0.48827888518542284,0.2413487717581624,0.4485057879704706,0.30046520417643197,-0.6237890804135752,-0.49329396944014214
42,0.9572656477354111,-0.5958014552048453,-0.20364048566636067,0.15766497797661327,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.1718406955144636,0.06419952895630429,-0.42048734791506204,0.8827944671288142,0.7711112633596525,-0.5845548076758783,0.6996982746192459,1.9986568882258142,-0.48827888518542284,0.3615799242786889,0.6400500496188765,0.5073669675638128,-0.5569884133041322,1.1400175279285745
43,1.909618980809054,-0.9199884374438398,-0.20364048566636067,-0.19265429547788976,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.2744587158043076,-0.7464855573816084,1.8824032227560543,-0.42786183262361066,-1.4793791349935173,1.8743940451896344,-0.18032407772890208,-1.0974012863439537,-0.48827888518542284,1.0228512631415847,1.2785309217802294,1.1970395121884154,-0.6905897475230182,-0.49329396944014214
44,0.6398145367108635,-0.5894448630802398,-0.20364048566636067,-0.26434352273628964,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.03515685454826605,-0.5148612469993477,0.824318365961217,0.6274718113328872,0.6652058328489151,-0.33509622839966685,0.8647024656845237,1.6546504243847289,2.4144439679785683,1.5638914494839538,1.4700751834286354,1.541875784500717,-0.4233870790852462,1.1400175279285745
45,0.8514486107272287,0.9203743235079561,-0.20364048566636067,-0.10862422857602204,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.63341150768837,-0.28323693661708693,-0.42048734791506204,0.3551276451505653,-0.3673721146307746,1.0191074876711952,0.8097010686627645,-0.7533948225028685,-0.48827888518542284,1.2031979919223743,1.2785309217802294,1.2660067666508759,-0.5235880797494107,-0.49329396944014214
46,0.8514486107272287,0.9203743235079561,-0.20364048566636067,-0.10862422857602204,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.63341150768837,-0.28323693661708693,-0.42048734791506204,0.3551276451505653,-0.3673721146307746,1.0191074876711952,0.8097010686627645,-0.7533948225028685,-0.48827888518542284,1.2031979919223743,1.2785309217802294,1.2660067666508759,-0.5235880797494107,-0.49329396944014214
47,1.2747167587599588,-0.9199884374438398,-0.20364048566636067,0.10991692646613037,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.08449407607975473,-0.7464855573816084,-0.3582470622212481,0.8147084255832336,-0.9763283400675147,1.4823877063270163,0.25968709844517196,-0.06538189482069783,-0.48827888518542284,1.5638914494839538,1.597771357860906,1.6108430389631772,-0.5235880797494107,1.1400175279285745
48,1.2747167587599588,-0.607808385155657,-0.20364048566636067,0.09123772207133117,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.02466861076574434,-0.7464855573816084,-0.2960067765274341,0.5593857697873067,-1.1616628434613052,1.696209345706626,0.2046857014234127,-0.40938835866178314,-0.48827888518542284,1.5638914494839538,1.5339232706447707,1.6108430389631772,-0.5235880797494107,1.1400175279285745
49,0.8514486107272287,1.6011066954069921,-0.07752354755071475,-0.589790753669413,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.44344686796381705,0.1800116841474348,-0.42048734791506204,1.3593967579478776,0.7975876209873368,-0.798376447055488,0.4246912895104497,-1.441407750185039,-0.48827888518542284,0.4818110767992154,0.8954423984834177,0.7142687309511936,-0.22298507775691728,1.1400175279285745
50,0.8514486107272287,1.1358314209383333,-0.08937193125702943,-1.635871141309735,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.5032723332778275,0.06419952895630429,-0.42048734791506204,0.7976869151968385,0.7975876209873368,-0.798376447055488,0.4246912895104497,-0.7533948225028685,-0.48827888518542284,0.6020422293197419,0.8954423984834177,0.7142687309511936,-0.2897857448663603,1.1400175279285745
51,0.8514486107272287,1.200479835570002,-0.115244057141676,-0.1694579600393522,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.44344686796381705,0.5274481497208258,-0.42048734791506204,1.6147194137438046,0.9034930514980742,-0.798376447055488,0.6446968775974867,-0.7533948225028685,-0.48827888518542284,0.4818110767992154,0.8954423984834177,0.7142687309511936,-0.08938374353803133,1.1400175279285745
52,0.8514486107272287,0.5829289024033388,-0.13054596465045942,-0.4233021395380094,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.6827487292198586,0.06419952895630429,-0.3582470622212481,1.1721601436975313,0.9034930514980742,-0.798376447055488,0.6446968775974867,-0.40938835866178314,-0.48827888518542284,1.2031979919223743,1.0869866601318237,1.1280722577259552,-0.1895847442021958,1.1400175279285745
53,1.3805337957681412,0.8829765779961929,-0.015738985148588614,-1.0124494901447225,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.5137605770603492,-0.05161262623482621,-0.42048734791506204,0.9168374879016044,1.194732985402602,-1.190382785918106,0.6446968775974867,-0.40938835866178314,0.9630825413965729,0.7222733818402683,1.0869866601318237,0.9211704943385745,-0.2897857448663603,1.1400175279285745
54,1.3805337957681412,-0.1674115189044928,-0.1408948057279968,-1.1154254028706383,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.63341150768837,0.29582383933856504,-0.42048734791506204,2.3977088915179805,1.1417802701472335,-1.190382785918106,0.5346940835539682,0.6226310328614728,0.9630825413965729,0.8425045343607949,0.8954423984834177,0.9211704943385745,-0.32318607842108177,1.1400175279285745
55,1.3805337957681412,0.31551242590253503,0.002377902156546637,0.07295400315422607,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.5735860423743596,0.5274481497208258,-0.42048734791506204,2.2274937876540295,1.7507364955839735,-1.2260197258147076,1.7447248180326718,0.2786245690203875,-0.48827888518542284,0.7222733818402683,1.0869866601318237,0.9901377488010347,-0.2897857448663603,1.1400175279285745
56,1.3805337957681412,-0.9199884374438398,-0.16172687015413087,-0.9405638841317019,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.63341150768837,0.29582383933856504,-0.42048734791506204,3.010483265428205,0.9299694091257585,-1.190382785918106,0.0946829073798942,0.2786245690203875,0.9630825413965729,0.8425045343607949,0.8954423984834177,0.9211704943385745,-0.3565864119758032,1.1400175279285745
57,1.3805337957681412,-0.5321573984134247,-0.041964500924192384,-0.5630504374716128,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.2744587158043076,-0.05161262623482621,-0.42048734791506204,1.7338699864485703,1.7507364955839735,-1.2260197258147076,1.7447248180326718,1.6546504243847289,0.9630825413965729,0.7222733818402683,0.959290485699553,0.8522032398761141,-0.4567874126399677,-0.49329396944014214
58,1.3805337957681412,-0.9199884374438398,-0.05160287699037417,-0.7951510646284738,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.21463325049029722,-0.28323693661708693,-0.42048734791506204,1.2913107164022972,1.644831065073236,-1.083471966228301,1.7447248180326718,1.3106439605436435,0.9630825413965729,0.5419266530594786,0.959290485699553,0.8522032398761141,-0.4901877461946892,-0.49329396944014214
59,1.3805337957681412,2.7986269069012275,-0.02647621525550045,-0.9011242102826651,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.09498231986227644,0.06419952895630429,-0.42048734791506204,-1.398087924648133,0.9299694091257585,-0.9765611465384962,0.4246912895104497,0.2786245690203875,-0.48827888518542284,1.2031979919223743,1.4700751834286354,1.4729085300382565,-0.32318607842108177,1.1400175279285745
60,1.3805337957681412,2.2944078651591107,0.39191172655272755,-1.1418887253486525,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.21463325049029722,-0.3990490918082172,-0.42048734791506204,0.5423642594009116,1.353591131168708,-1.012198086435098,1.2497122448368385,-0.06538189482069783,-0.48827888518542284,1.86446933078527,1.9808598811577178,2.024646565737939,-0.32318607842108177,1.1400175279285745
61,1.3805337957681412,2.6783612064931583,0.34183294971678785,-1.1834266965729774,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.2744587158043076,-0.3990490918082172,-0.42048734791506204,-1.1938298000113914,1.035874839636496,-0.6201917475724799,1.1947108478150792,-0.06538189482069783,-0.48827888518542284,1.7442381782647436,1.9170117939415825,1.9556793112754784,-0.32318607842108177,1.1400175279285745
62,1.3805337957681412,1.1732718502043287,-0.20364048566636067,-1.0568321728816685,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-0.21463325049029722,0.4116359945296955,-0.42048734791506204,2.5849455057683266,1.1417802701472335,-1.4398413651943174,0.14968430440165345,-0.06538189482069783,-0.48827888518542284,1.082966839401848,1.150834747347959,1.1970395121884154,-0.1561844106474743,1.1400175279285745
63,0.7456315737190461,-0.9199884374438398,2.0534888298315734,-1.635871141309735,0.05679573167192595,-0.06140064449540183,-0.27829494600614724,-0.3941096464323284,0.06419952895630429,-0.42048734791506204,0.865772956742419,1.5918783498178672,-1.3329305455045126,1.2497122448368385,0.2786245690203875,-0.48827888518542284,-0.1794602620636803,0.19311343910592937,0.09356344078905118,-0.4901877461946892,-0.49329396944014214
64,0.7456315737190461,-0.9199884374438398,-0.011544373933372121,-1.635871141309735,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,1.041701521103921,-0.8622977125727389,1.2600003658179149,0.5593857697873067,0.9829221243811272,-0.6201917475724799,1.0847080537715608,-0.06538189482069783,-0.48827888518542284,0.7222733818402683,0.8954423984834177,0.7832359854136539,-0.6237890804135752,1.1400175279285745
65,1.6979849067926889,-0.9199884374438398,-0.20364048566636067,-1.635871141309735,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,0.8023996598478794,-1.0939220229549997,0.015194651941635634,0.21895556205940414,-1.3999500621104644,1.5892985260168213,-0.4553310628376983,-1.0974012863439537,-0.48827888518542284,0.8425045343607949,1.0231385729156883,0.9901377488010347,-0.6571894139682967,1.1400175279285745
66,-0.7358069443955093,1.559088458786205,-0.06584605265607943,-1.0644013060664586,-0.6835984744007735,-0.06140064449540183,-0.27829494600614724,-1.5307934873985258,0.5274481497208258,-0.42048734791506204,-0.2406252183732643,0.585776759965862,0.3776425695323658,1.799726215054431,1.3106439605436435,0.9630825413965729,-0.1794602620636803,-0.12612699697474714,-0.2512728315232502,-0.5235880797494107,-2.1266054668088588
67,-0.7358069443955093,0.3035559679739076,-0.20364048566636067,-1.071775109715263,0.36489528475831556,-0.06140064449540183,-0.27829494600614724,-1.1718406955144636,0.29582383933856504,-0.047045633752178316,0.5764072801737018,0.506347687082809,-0.6558286874690815,0.03968151035813495,-0.40938835866178314,-0.48827888518542284,-0.1794602620636803,-0.31767125862315304,-0.32024008598571047,-0.3565864119758032,-0.49329396944014214
68,-0.7358069443955093,0.34539525143788213,-0.027806053911812328,-1.052485749709935,-0.412511671035029,-0.06140064449540183,-0.27829494600614724,-1.2316661608284738,0.1800116841474348,-0.42048734791506204,1.0870525917655556,-0.49975390276919635,0.23509480994595927,-0.6753366509247354,0.6226310328614728,2.4144439679785683,-0.2996914145842068,-0.1899750841908824,-0.32024008598571047,-0.4901877461946892,-0.49329396944014214
